Date,Open,High,Low,Close,Volume
2026-04-14T00:00:00.000-0300,48.95828772522089,48.997763159761625,47.0437705604261,47.251014709472656,58646800
2026-04-15T00:00:00.000-0300,47.320093737485976,47.46812096669531,46.116119364077015,46.274017333984375,61852100
2026-04-16T00:00:00.000-0300,46.66876374806763,48.0405030559466,46.14572366842885,47.94181823730469,54484300
2026-04-17T00:00:00.000-0300,45.889140171220646,45.93848257977818,44.28055205307055,45.61281967163086,105186900
2026-04-20T00:00:00.000-0300,46.619420532483396,46.85626559896165,45.89900706343552,46.40230941772461,41904500
2026-04-22T00:00:00.000-0300,47.014165143268166,47.34969880253132,46.62928907388078,47.04376983642578,51063000
2026-04-23T00:00:00.000-0300,47.36000061035156,48.08000183105469,46.900001525878906,47.77000045776367,38666800
2026-04-24T00:00:00.000-0300,47.5,47.52000045776367,46.45000076293945,47.15999984741211,34880200
2026-04-27T00:00:00.000-0300,47.220001220703125,48.16999816894531,47.16999816894531,47.369998931884766,31543600
2026-04-28T00:00:00.000-0300,47.650001525878906,48.040000915527344,47.459999084472656,47.52000045776367,29389700
2026-04-29T00:00:00.000-0300,48.099998474121094,49.29999923706055,48.0,48.959999084472656,47685000
2026-04-30T00:00:00.000-0300,48.810001373291016,49.380001068115234,48.290000915527344,49.08000183105469,36666100
2026-05-04T00:00:00.000-0300,49.279998779296875,49.849998474121094,48.91999816894531,49.34000015258789,41319600
2026-05-05T00:00:00.000-0300,48.880001068115234,49.029998779296875,48.33000183105469,48.65999984741211,28066500
2026-05-06T00:00:00.000-0300,46.709999084472656,47.4900016784668,46.59000015258789,47.27000045776367,62009100
2026-05-07T00:00:00.000-0300,46.400001525878906,46.650001525878906,45.20000076293945,46.220001220703125,71214500
2026-05-08T00:00:00.000-0300,46.38999938964844,46.54999923706055,45.66999816894531,45.66999816894531,32914200
2026-05-11T00:00:00.000-0300,46.209999084472656,46.5099983215332,45.650001525878906,46.43000030517578,50622200
2026-05-12T00:00:00.000-0300,46.25,46.25,45.400001525878906,45.68000030517578,81072700
