Papel,Nome,YahooTicker
ITEC3,ITAUTEC PHILCO SA - GRUPO ITAUTEC PHILCO,ITEC3.SA
ITSA3,ITAÚSA,ITSA3.SA
ITSA4,ITAÚSA,ITSA4.SA
ITUB3,ITAUUNIBANCO,ITUB3.SA
ITUB4,ITAUUNIBANCO,ITUB4.SA
IVTT3,BHG,IVTT3.SA
JALL3,JALLESMACHAD,JALL3.SA
JBDU3,B TECH EQI,JBDU3.SA
JBDU4,B TECH EQI,JBDU4.SA
JBSS3,JBS,JBSS3.SA
JFAB4,JARAGUA FABRIL,JFAB4.SA
JFEN3,JOÃO FORTES ENGENHARIA S.A.,JFEN3.SA
JHSF3,JHSF Part,JHSF3.SA
JOPA3,JOSAPAR S/A,JOPA3.SA
JOPA4,JOSAPAR S/A,JOPA4.SA
JPSA3,IGUATEMI S.A,JPSA3.SA
JSLG3,JULIO SIMOES,JSLG3.SA
KEPL3,KEPLER WEBER SA,KEPL3.SA
KLBN11,KLABIN,KLBN11.SA
KLBN3,KLABIN,KLBN3.SA
KLBN4,KLABIN,KLBN4.SA
KROT11,COGNA,KROT11.SA
KROT3,COGNA,KROT3.SA
KROT4,COGNA,KROT4.SA
KRSA3,KORA SAUDE,KRSA3.SA
KSSA3,KLABINSEGALL,KSSA3.SA
LAME3,LOJAS AMERICANAS S.A.,LAME3.SA
LAME4,LOJAS AMERICANAS S.A.,LAME4.SA
LAND3,TERRASANTAPA,LAND3.SA
LATM11,LATAM AIRLN,LATM11.SA
LATS3,REXAM BEVERAGE CAN SOUTH AMERICA,LATS3.SA
LAVV3,LAVVI,LAVV3.SA
LCAM3,LOCAMERICA,LCAM3.SA
LCSA3,NÃO CONSTA,LCSA3.SA
LCSA4,NÃO CONSTA,LCSA4.SA
LECO3,LECO,LECO3.SA
LECO4,LECO,LECO4.SA
LETO3,MITTO,LETO3.SA
LETO5,MITTO,LETO5.SA
LEVE3,MAHLE METAL LEVE,LEVE3.SA
LEVE4,MAHLE METAL LEVE,LEVE4.SA
LFFE3,LA FONTE TELECOM S/A,LFFE3.SA
LFFE4,LA FONTE TELECOM S/A,LFFE4.SA
LGLO4,LIVRARIA DO GLOBO S/A,LGLO4.SA
LIGH3,LIGHT,LIGH3.SA
LIGT3,LIGHT SA,LIGT3.SA
LINX3,LINX,LINX3.SA
LIPR3,LIGHTPAR,LIPR3.SA
LIXC3,LIX DA CUNHA,LIXC3.SA
LIXC4,LIX DA CUNHA,LIXC4.SA
LJQQ3,QUERO-QUERO,LJQQ3.SA
LLIS3,VESTE,LLIS3.SA
LOGG3,LOG COM PROP,LOGG3.SA
LOGN3,Log-In,LOGN3.SA
LPSB3,LOPES BRASIL,LPSB3.SA
LREN3,RENNER,LREN3.SA
LREN4,RENNER,LREN4.SA
LUPA3,LUPATECH,LUPA3.SA
LUXM3,TREVISA INVESTIMENTOS SA,LUXM3.SA
LUXM4,TREVISA INVESTIMENTOS SA,LUXM4.SA
LVTC3,WDC NETWORKS,LVTC3.SA
LWSA3,LOCAWEB,LWSA3.SA
MAGG3,MAGNESITA REFRATÁRIOS,MAGG3.SA
MAGS3,MAGNESITA S/A,MAGS3.SA
MAPT3,CIA MARCOPOLO,MAPT3.SA
MAPT4,CIA MARCOPOLO,MAPT4.SA
MARI3,Marisa,MARI3.SA
MATD3,MATER DEI,MATD3.SA
MBLY3,GRUPO TOKY,MBLY3.SA
MDIA3,M.DIASBRANCO,MDIA3.SA
MDNE3,MOURA DUBEUX,MDNE3.SA
MEAL3,IMC S/A,MEAL3.SA
MEDI3,MEDIAL SAUDE,MEDI3.SA
MEGA3,SERENA,MEGA3.SA
MELK3,MELNICK,MELK3.SA
MEND5,MENDES JUNIOR ENGENHARIA S/A,MEND5.SA
MEND6,MENDES JUNIOR ENGENHARIA S/A,MEND6.SA
MERC3,MERCANTIL BRASIL,MERC3.SA
MERC4,MERCANTIL BRASIL,MERC4.SA
MGEL3,MANGELS,MGEL3.SA
MGEL4,MANGELS,MGEL4.SA
MGLU3,MAGAZ LUIZA,MGLU3.SA
MILK33,Laep DR3,MILK33.SA
MILS3,MILLS,MILS3.SA
MLAS3,MULTILASER,MLAS3.SA
MLFT3,IGUATEMI S.A,MLFT3.SA
MLFT4,IGUATEMI S.A,MLFT4.SA
MLPA12,MELHORAMENTOS PAPEIS,MLPA12.SA
MLPA3,MELHORAMENTOS PAPEIS,MLPA3.SA
MLPA4,MELHORAMENTOS PAPEIS,MLPA4.SA
MMAQ3,MINASMÁQUINAS S/A,MMAQ3.SA
MMAQ4,MINASMÁQUINAS S/A,MMAQ4.SA
MMXM3,MMX MINER,MMXM3.SA
MNDL3,MUNDIAL S/A,MNDL3.SA
MNDL4,MUNDIAL S/A,MNDL4.SA
MNPR3,MINUPAR,MNPR3.SA
MNPR4,MINUPAR,MNPR4.SA
MNSA3,MANASA,MNSA3.SA
MNSA4,MANASA,MNSA4.SA
MOAR3,MONTEIRO ARANHA,MOAR3.SA
MODL11,MODALMAIS,MODL11.SA
MODL3,MODALMAIS,MODL3.SA
MODL4,MODALMAIS,MODL4.SA
MOSI3,MOSAICO SA,MOSI3.SA
MOTV3,MOTIVA SA,MOTV3.SA
MOVI3,MOVIDA,MOVI3.SA
MPLU3,MULTIPLUS,MPLU3.SA
MRFG3,Marfrig,MRFG3.SA
MRSA3B,MRS LOGÍSTICA S/A,MRSA3B.SA
MRSA5B,MRS LOGÍSTICA S/A,MRSA5B.SA
MRSA6B,MRS LOGÍSTICA S/A,MRSA6B.SA
MRSL3,MARISOL,MRSL3.SA
MRSL4,MARISOL,MRSL4.SA
MRVE3,MRV,MRVE3.SA
MSAN3,BUNGE BRASIL S.A.,MSAN3.SA
MSAN4,BUNGE BRASIL S.A.,MSAN4.SA
MSPA3,MELHORAMENTOS,MSPA3.SA
MSPA4,MELHORAMENTOS,MSPA4.SA
MTBR3,WHIRLPOOL S.A.,MTBR3.SA
MTBR4,WHIRLPOOL S.A.,MTBR4.SA
MTIG3,IGUAÇU,MTIG3.SA
MTIG4,IGUAÇU,MTIG4.SA
MTRE3,MITRE REALTY,MTRE3.SA
MTSA4,METISA,MTSA4.SA
MULT3,Multiplan,MULT3.SA
MWET3,WETZEL S.A.,MWET3.SA
MWET4,WETZEL S.A.,MWET4.SA
MYPK3,IOCHPE-MAXION,MYPK3.SA
MYPK4,IOCHPE-MAXION,MYPK4.SA
NAFG3,NADIR FIGUEIREDO,NAFG3.SA
NAFG4,NADIR FIGUEIREDO,NAFG4.SA
NATU3,NATURA COSMETICOS SA,NATU3.SA
NEOE3,NEOENERGIA,NEOE3.SA
NETC3,NET SERVIÇOS DE COMUNICAÇÃO S.A.,NETC3.SA
NETC4,NET SERVIÇOS DE COMUNICAÇÃO S.A.,NETC4.SA
NEXP3,NEXPE,NEXP3.SA
NGRD3,NEOGRID,NGRD3.SA
NINJ3,REAGINVEST,NINJ3.SA
NORD3,NORDON INDS METALURGICAS SA,NORD3.SA
NTCO3,GRUPO NATURA,NTCO3.SA
NUTR3,NUTRIPLANT,NUTR3.SA
ODER3,CONSERVAS ODERICH SA,ODER3.SA
ODER4,CONSERVAS ODERICH SA,ODER4.SA
ODPV3,ODONTOPREV,ODPV3.SA
OFSA3,OUROFINO S/A,OFSA3.SA
OGXP3,OGX,OGXP3.SA
OIBR3,OI,OIBR3.SA
OIBR4,OI,OIBR4.SA
OMGE3,OMEGA GER,OMGE3.SA
ONCO3,ONCOCLINICAS,ONCO3.SA
OPCT3,OCEANPACT,OPCT3.SA
ORVR3,ORIZON,ORVR3.SA
OSAO4,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,OSAO4.SA
OSXB3,OSX BRASIL,OSXB3.SA
PALF11,CPFL,PALF11.SA
PALF3,CPFL,PALF3.SA
PALF5,CPFL,PALF5.SA
PARC3,WIZ CO,PARC3.SA
PARD3,IHPARDINI,PARD3.SA
PATI3,PANATLANTICA,PATI3.SA
PATI4,PANATLANTICA,PATI4.SA
PCAR3,PÃO DE AÇÚCAR,PCAR3.SA
PCAR4,PÃO DE AÇÚCAR,PCAR4.SA
PCAR5,PÃO DE AÇÚCAR,PCAR5.SA
PDGR3,PDG REALT,PDGR3.SA
PDTC3,PADTEC,PDTC3.SA
PEAB3,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,PEAB3.SA
PEAB4,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,PEAB4.SA
PEFX3,PETROFLEX INDÚSTRIA E COMÉRCIO S.A,PEFX3.SA
PEFX5,PETROFLEX INDÚSTRIA E COMÉRCIO S.A,PEFX5.SA
PETR3,PETROBRAS,PETR3.SA
PETR4,PETROBRAS,PETR4.SA
PETZ3,PETZ,PETZ3.SA
PFRM3,PROFARMA,PFRM3.SA
PGMN3,PAGUE MENOS,PGMN3.SA
PINE3,Pine,PINE3.SA
PINE4,Pine,PINE4.SA
PITI4,"AV. DR CHUCRI ZAIDAN, 920 - 16§ ANDAR",PITI4.SA
PLAS3,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A,PLAS3.SA
PLDN4,POLIALDEN,PLDN4.SA
PLIM4,NET SERVIÇOS DE COMUNICAÇÃO S.A.,PLIM4.SA
PLPL3,PLANOEPLANO,PLPL3.SA
PLTO5,POLITENO IND E COMERCIO S.A.,PLTO5.SA
PLTO6,POLITENO IND E COMERCIO S.A.,PLTO6.SA
PMAM3,PARANAPANEMA S.A.,PMAM3.SA
PMAM4,PARANAPANEMA S.A.,PMAM4.SA
PMET3,PRO METALURG,PMET3.SA
PMET5,PRO METALURG,PMET5.SA
PMET6,PRO METALURG,PMET6.SA
PNOR5,PRONOR,PNOR5.SA
PNOR6,PRONOR,PNOR6.SA
PNVL3,PANVEL FARMÁCIAS,PNVL3.SA
PNVL4,PANVEL FARMÁCIAS,PNVL4.SA
POMO3,MARCOPOLO,POMO3.SA
POMO4,MARCOPOLO,POMO4.SA
POPR4,POLIPROPILENO S.A.,POPR4.SA
PORP4,POLIPROPILENO PARTICIPAÇÕES S.A.,PORP4.SA
PORT3,WILSON SONS,PORT3.SA
POSI3,POSITIVO TEC,POSI3.SA
POWE3,FOCUS ON,POWE3.SA
PQUN3,PETROQUIMICA UNIAO S.A.,PQUN3.SA
PQUN4,PETROQUIMICA UNIAO S.A.,PQUN4.SA
PRBC3,Parana,PRBC3.SA
PRBC4,Parana,PRBC4.SA
PRGA4,BRF Foods,PRGA4.SA
PRIO3,PETRORIO,PRIO3.SA
PRML3,PRUMO,PRML3.SA
PRNR3,PRINER,PRNR3.SA
PRTX3,PORTX,PRTX3.SA
PRVI3,Providencia,PRVI3.SA
PSSA3,PORTO SEGURO SA,PSSA3.SA
PTBL3,PORTOBELLO S/A,PTBL3.SA
PTBL4,PORTOBELLO S/A,PTBL4.SA
PTIP3,IPIRANGA PETROQUIMICA SA,PTIP3.SA
PTIP4,IPIRANGA PETROQUIMICA SA,PTIP4.SA
PTNT3,PETTENATI,PTNT3.SA
PTNT4,PETTENATI,PTNT4.SA
PTPA3,PETROPAR SA,PTPA3.SA
PTPA4,PETROPAR SA,PTPA4.SA
PTQS4,PETROQUISA,PTQS4.SA
QGEP3,ENAUTA PART,QGEP3.SA
QUAL3,QUALICORP,QUAL3.SA
RADL3,RAIADROGASIL,RADL3.SA
RAIA3,RAIA,RAIA3.SA
RAIL3,RUMO S.A.,RAIL3.SA
RAIZ4,RAIZEN,RAIZ4.SA
RANI3,IRANI,RANI3.SA
RANI4,IRANI,RANI4.SA
RAPT3,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT3.SA
RAPT4,RANDON S.A. IMPLEMENTOS E PARTICIPAÇÕES,RAPT4.SA
RCSL3,RECRUSUL,RCSL3.SA
RCSL4,RECRUSUL,RCSL4.SA
RCTB31,TELEBRAS,RCTB31.SA
RCTB33,TELEBRAS,RCTB33.SA
RCTB41,TELEBRAS,RCTB41.SA
RCTB42,TELEBRAS,RCTB42.SA
RDCD3,Redecard,RDCD3.SA
RDNI3,RNI,RDNI3.SA
RDOR3,REDE D OR,RDOR3.SA
RDTR3,REDENTOR,RDTR3.SA
REAG3,REAGINVEST,REAG3.SA
RECV3,PETRORECONCA,RECV3.SA
REDE3,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.,REDE3.SA
REDE4,REDE EMPRESAS DE ENERGIA ELÉTRICA S.A.,REDE4.SA
REEM4,RHEEM EMPRS,REEM4.SA
RENT3,LOCALIZA RENT A CAR,RENT3.SA
REPA3,ELECTROLUX,REPA3.SA
REPA4,ELECTROLUX,REPA4.SA
RGEG3,RGE - RIO GRANDE ENERGIA,RGEG3.SA
RHDS3,M G POLIEST,RHDS3.SA
RHDS4,M G POLIEST,RHDS4.SA
RIPI3,REFINARIA DE PETRÓLEO IPIRANGA SA,RIPI3.SA
RIPI4,REFINARIA DE PETRÓLEO IPIRANGA SA,RIPI4.SA
RJCP3,RJCP EQUITY,RJCP3.SA
RLOG3,COSAN LOG,RLOG3.SA
RNAR3,POMIFRUTAS,RNAR3.SA
RNEW11,RENOVA,RNEW11.SA
RNEW3,RENOVA,RNEW3.SA
RNEW4,RENOVA,RNEW4.SA
RNPT3,RENNER PARTICIPAÇÕES S/A,RNPT3.SA
RNPT4,RENNER PARTICIPAÇÕES S/A,RNPT4.SA
ROMI3,ROMI,ROMI3.SA
ROMI4,ROMI,ROMI4.SA
RPAD3,ALFA HOLDINGS,RPAD3.SA
RPAD5,ALFA HOLDINGS,RPAD5.SA
RPAD6,ALFA HOLDINGS,RPAD6.SA
RPMG3,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A,RPMG3.SA
RPMG4,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A,RPMG4.SA
RPSA4,RIPASA,RPSA4.SA
RRRP3,BRAVA,RRRP3.SA
RSID3,ROSSI RESIDENCIAL,RSID3.SA
RSIP3,RASIP AGRO PASTORIL,RSIP3.SA
RSIP4,RASIP AGRO PASTORIL,RSIP4.SA
RSUL4,METALURGICA RIOSULENSE S/A,RSUL4.SA
RUMO3,RUMO LOG,RUMO3.SA
SALM3,SEARA ALIMENTOS,SALM3.SA
SALM4,SEARA ALIMENTOS,SALM4.SA
SANB11,SANTANDER,SANB11.SA
SANB3,SANTANDER,SANB3.SA
SANB4,SANTANDER,SANB4.SA
SAPR11,SANEPAR,SAPR11.SA
SAPR3,SANEPAR,SAPR3.SA
SAPR4,SANEPAR,SAPR4.SA
SASG3,SUL AMERICA SEGUROS,SASG3.SA
SBFG3,GRUPO SBF,SBFG3.SA
SBSP3,SABESP,SBSP3.SA
SCAR3,SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,SCAR3.SA
SCAR4,SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,SCAR4.SA
SCLO3,SCHLOSSER TECIDOS,SCLO3.SA
SCLO4,SCHLOSSER TECIDOS,SCLO4.SA
SDIA3,SADIA,SDIA3.SA
SDIA4,SADIA,SDIA4.SA
SEBB11,SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A,SEBB11.SA
SEBB3,SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A,SEBB3.SA
SEBB4,SEB - SISTEMA EDUCACIONAL BRASILEIRO S/A,SEBB4.SA
SEDU3,SOMOS EDUCA,SEDU3.SA
SEER3,SER EDUCA,SEER3.SA
SEMP3,SEMP TOSHIBA,SEMP3.SA
SEQL3,SEQUOIA LOG,SEQL3.SA
SFSA3,Sofisa,SFSA3.SA
SFSA4,Sofisa,SFSA4.SA
SGAS3,WLM,SGAS3.SA
SGAS4,WLM,SGAS4.SA
SGEN3,SERGEN,SGEN3.SA
SGEN4,SERGEN,SGEN4.SA
SGPS3,Springs,SGPS3.SA
SHOW3,TIME FOR FUN,SHOW3.SA
SHUL4,SCHULZ,SHUL4.SA
SIMH3,SIMPAR,SIMH3.SA
SJOS3,SÃO JOSÉ,SJOS3.SA
SJOS4,SÃO JOSÉ,SJOS4.SA
SLCE3,SLC Agricola,SLCE3.SA
SLCP3,SULACAP,SLCP3.SA
SLED3,EDITORA SARAIVA,SLED3.SA
SLED4,EDITORA SARAIVA,SLED4.SA
SMFT3,SMART FIT,SMFT3.SA
SMLE3,SMILES,SMLE3.SA
SMLS3,SMILES,SMLS3.SA
SMTO3,SAO MARTINHO,SMTO3.SA
SNSL3,SINQIA,SNSL3.SA
SNSY5,SANSUY S.A. INDÚSTRIA DE PLÁSTICOS,SNSY5.SA
SOJA3,BOA SAFRA,SOJA3.SA
SOMA3,GRUPO SOMA,SOMA3.SA
SOND3,SONDOTECNICA S/A.,SOND3.SA
SOND5,SONDOTECNICA S/A.,SOND5.SA
SOND6,SONDOTECNICA S/A.,SOND6.SA
SPRI3,SPRINGER,SPRI3.SA
SPRI5,SPRINGER,SPRI5.SA
SPRI6,SPRINGER,SPRI6.SA
SQIA3,SINQIA,SQIA3.SA
SRNA3,SERENA,SRNA3.SA
SSBR3,ALLOS,SSBR3.SA
STBP11,SBPAR,STBP11.SA
STBP3,SBPAR,STBP3.SA
STLB3,ADVANCED-DH,STLB3.SA
STRP4,STAROUP,STRP4.SA
SUBA3,,SUBA3.SA
SULA11,Sul America,SULA11.SA
SULA3,Sul America,SULA3.SA
SULA4,Sul America,SULA4.SA
SULT3,CONSTRUTORA SULTEPA S/A,SULT3.SA
SULT4,CONSTRUTORA SULTEPA S/A,SULT4.SA
SUZA4,SUZANO HOLDING S.A.,SUZA4.SA
SUZB3,Suzano Papel,SUZB3.SA
SUZB5,Suzano Papel,SUZB5.SA
SUZB6,Suzano Papel,SUZB6.SA
SWET3,ADVANCED-DH,SWET3.SA
SYNE3,SYN PROP TEC,SYNE3.SA
SZPQ4,SUZANO PETROQUIMICA S.A.,SZPQ4.SA
TAEE11,TAESA,TAEE11.SA
TAEE3,TAESA,TAEE3.SA
TAEE4,TAESA,TAEE4.SA
TAMM3,TAM,TAMM3.SA
TAMM4,TAM,TAMM4.SA
TANC4,TAM,TANC4.SA
TARP11,TARPON,TARP11.SA
TASA3,TAURUS ARMAS,TASA3.SA
TASA4,TAURUS ARMAS,TASA4.SA
TBLE3,ENGIE BRASIL,TBLE3.SA
TBLE5,ENGIE BRASIL,TBLE5.SA
TBLE6,ENGIE BRASIL,TBLE6.SA
TCNO3,TECNOSOLO S/A,TCNO3.SA
TCNO4,TECNOSOLO S/A,TCNO4.SA
TCOC3,TELE CENTRO OESTE CELULAR PARTICIP. S/A,TCOC3.SA
TCOC4,TELE CENTRO OESTE CELULAR PARTICIP. S/A,TCOC4.SA
TCSA3,TECNISA,TCSA3.SA
TCSL4,TIM PARTICIPAÇÕES S.A.,TCSL4.SA
TDBH3,TELEFÔNICA EMPRESAS S.A,TDBH3.SA
TDBH4,TELEFÔNICA EMPRESAS S.A,TDBH4.SA
TECN3,TECHNOS,TECN3.SA
TEFC11,TELEFÓNICA,TEFC11.SA
TEKA3,TEKA S.A.,TEKA3.SA
TEKA4,TEKA S.A.,TEKA4.SA
TELB3,TELEBRAS,TELB3.SA
TELB4,TELEBRAS,TELB4.SA
TEMP3,TEMPO PART,TEMP3.SA
TEND3,Tenda,TEND3.SA
TENE5,TECBLU,TENE5.SA
TENE7,TECBLU,TENE7.SA
TERI3,TEREOS,TERI3.SA
TESA3,TERRA SANTA,TESA3.SA
TFCO4,TRACK FIELD,TFCO4.SA
TGMA3,Tegma,TGMA3.SA
TIBR3,CRISTAL,TIBR3.SA
TIBR5,CRISTAL,TIBR5.SA
TIBR6,CRISTAL,TIBR6.SA
TIET11,AES TIETE E,TIET11.SA
TIET3,AES TIETE E,TIET3.SA
TIET4,AES TIETE E,TIET4.SA
TIMP3,TIM PARTICIPAÇÕES S.A.,TIMP3.SA
TIMS3,TIM,TIMS3.SA
TKNO4,TEKNO,TKNO4.SA
TLCP3,TELE LESTE CELULAR PARTICIPAÇÕES SA,TLCP3.SA
TLCP4,TELE LESTE CELULAR PARTICIPAÇÕES SA,TLCP4.SA
TMAR3,TELEMAR,TMAR3.SA
TMAR5,TELEMAR,TMAR5.SA
TMAR6,TELEMAR,TMAR6.SA
TMCP3,TELEMIG CELULAR PARTICIPAÇÕES S.A.,TMCP3.SA
TMCP4,TELEMIG CELULAR PARTICIPAÇÕES S.A.,TMCP4.SA
TMGC11,TELEMIG CELULAR,TMGC11.SA
TMGC12,TELEMIG CELULAR,TMGC12.SA
TMGC13,TELEMIG CELULAR,TMGC13.SA
TMGC3,TELEMIG CELULAR,TMGC3.SA
TMGC7,TELEMIG CELULAR,TMGC7.SA
TNCP3,AMAZÔNIA CELULAR,TNCP3.SA
TNCP4,AMAZÔNIA CELULAR,TNCP4.SA
TNEP3,TELE NORDESTE CELULAR PARTICIPAÇÕES S.A.,TNEP3.SA
TNEP4,TELE NORDESTE CELULAR PARTICIPAÇÕES S.A.,TNEP4.SA
TNLP3,TELEMAR,TNLP3.SA
TNLP4,TELEMAR,TNLP4.SA
TOKY3,GRUPO TOKY,TOKY3.SA
TOTS3,TOTVS,TOTS3.SA
TOYB3,TEC TOY,TOYB3.SA
TOYB4,TEC TOY,TOYB4.SA
TPIS3,TRIUNFO PARTICIPACOES SA,TPIS3.SA
TPRC3,TIM PARTICIPAÇÕES S.A.,TPRC3.SA
TPRC6,TIM PARTICIPAÇÕES S.A.,TPRC6.SA
TRAD3,TC,TRAD3.SA
TRFO3,TRAFO,TRFO3.SA
TRFO4,TRAFO,TRFO4.SA
TRIS3,Trisul,TRIS3.SA
TROR3,TRORION,TROR3.SA
TROR4,TRORION,TROR4.SA
TRPL3,ISA ENERGIA,TRPL3.SA
TRPL4,ISA ENERGIA,TRPL4.SA
TRPN3,TARPON INV,TRPN3.SA
TSEP3,TELE SUDESTE CELULAR PART SA,TSEP3.SA
TSEP4,TELE SUDESTE CELULAR PART SA,TSEP4.SA
TSPP3,VIVO PARTICIPAÇÕES,TSPP3.SA
TSPP4,VIVO PARTICIPAÇÕES,TSPP4.SA
TTEN3,3TENTOS,TTEN3.SA
TUPY3,TUPY,TUPY3.SA
TUPY4,TUPY,TUPY4.SA
TVIT3,TIVIT,TVIT3.SA
TXRX3,RENAUX,TXRX3.SA
TXRX4,RENAUX,TXRX4.SA
UBBR11,UNIBANCO SA,UBBR11.SA
UBBR3,UNIBANCO SA,UBBR3.SA
UBBR4,UNIBANCO SA,UBBR4.SA
UCAS3,UNICASA,UCAS3.SA
UCOP4,USINA COSTA PINTO S/A AÇÚCAR E ÁLCOOL,UCOP4.SA
UGPA3,ULTRAPAR PARTICIPAÇÕES SA,UGPA3.SA
UGPA4,ULTRAPAR PARTICIPAÇÕES SA,UGPA4.SA
UNIP3,UNIPAR PARTICIPAÇÕES S.A.,UNIP3.SA
UNIP5,UNIPAR PARTICIPAÇÕES S.A.,UNIP5.SA
UNIP6,UNIPAR PARTICIPAÇÕES S.A.,UNIP6.SA
UOLL4,UOL,UOLL4.SA
USIM3,USIMINAS,USIM3.SA
USIM5,USIMINAS,USIM5.SA
USIM6,USIMINAS,USIM6.SA
VAGR3,TERRA SANTA,VAGR3.SA
VAGV3,SAVIRG,VAGV3.SA
VAGV4,SAVIRG,VAGV4.SA
VALE3,VALE,VALE3.SA
VALE5,VALE,VALE5.SA
VAMO3,VAMOS,VAMO3.SA
VBBR3,VIBRA,VBBR3.SA
VCPA4,Fibria,VCPA4.SA
VGOR3,VIGOR,VGOR3.SA
VGOR4,VIGOR,VGOR4.SA
VIGR3,VIGOR FOOD,VIGR3.SA
VIIA3,CASAS BAHIA,VIIA3.SA
VINE3,VICUNHA TEXTIL SA,VINE3.SA
VINE5,VICUNHA TEXTIL SA,VINE5.SA
VITT3,VITTIA,VITT3.SA
VIVA3,VIVARA S.A.,VIVA3.SA
VIVO3,VIVO PARTICIPAÇÕES,VIVO3.SA
VIVO4,VIVO PARTICIPAÇÕES,VIVO4.SA
VIVR3,VIVER,VIVR3.SA
VIVT3,TELEF BRASIL,VIVT3.SA
VIVT4,TELEF BRASIL,VIVT4.SA
VLID3,VALID,VLID3.SA
VNET3,CIELO,VNET3.SA
VPSC3,VPSC,VPSC3.SA
VPSC4,VPSC,VPSC4.SA
VPTA3,VPTA,VPTA3.SA
VPTA4,VPTA,VPTA4.SA
VSPT3,FERROVIA CENTRO-ATLÂNTICA S.A.,VSPT3.SA
VSPT4,FERROVIA CENTRO-ATLÂNTICA S.A.,VSPT4.SA
VSTE3,VESTE,VSTE3.SA
VTLM3,ADVANCED-DH,VTLM3.SA
VTRU3,VITRUEDUCA,VTRU3.SA
VULC3,VULCABRAS S/A.,VULC3.SA
VULC4,VULCABRAS S/A.,VULC4.SA
VVAR11,CASAS BAHIA,VVAR11.SA
VVAR3,CASAS BAHIA,VVAR3.SA
VVAR4,CASAS BAHIA,VVAR4.SA
VVAX3,VIVAX SA,VVAX3.SA
VVAX4,VIVAX SA,VVAX4.SA
VVEO3,VIVEO,VVEO3.SA
WEGE3,WEG SA,WEGE3.SA
WEGE4,WEG SA,WEGE4.SA
WEST3,WESTWING,WEST3.SA
WHRL3,WHIRLPOOL S.A.,WHRL3.SA
WHRL4,WHIRLPOOL S.A.,WHRL4.SA
WISA3,WIEST SA,WISA3.SA
WISA4,WIEST SA,WISA4.SA
WIZC3,WIZ CO,WIZC3.SA
WIZS3,WIZ CO,WIZS3.SA
WLMM3,WLM,WLMM3.SA
WLMM4,WLM,WLMM4.SA
WMBY3,WEMBLEY SOCIEDADE ANÔNIMA,WMBY3.SA
WSON33,Wilson Sons,WSON33.SA
YBRA4,OPPORTUNITY ALEF S/A,YBRA4.SA
YDUQ3,YDUQS PART,YDUQ3.SA
ZAMP3,ZAMP S.A.,ZAMP3.SA
